session_id,user_id,workflow_type,task_id,duration_s,app_switches_per_min,backtrack_rate,repeated_action_ratio,correction_rate,hesitation_ms_p50,idle_ratio,navigation_efficiency,action_sequence_entropy,workflow_repeat_count,predictable_sequence_score,completion_success,friction_score,focus_score,automation_potential,model_confidence,behavior_label,data_origin
syn_01354,bootstrap_user_10,repetitive_admin,repetitive_admin_034,349.7,2.584,0.1001,0.7513,0.0958,463.2,0.0726,0.7246,0.4909,14,0.835,True,0.209,0.7314,0.6501,0.8999,focused_or_low_friction,synthetic_bootstrap
syn_01355,bootstrap_user_11,research_browsing,research_browsing_035,955.2,0.616,0.1841,0.2652,0.0924,628.8,0.1239,0.4597,0.802,3,0.3368,True,0.3113,0.6381,0.3251,0.6255,moderate_friction,synthetic_bootstrap
syn_01356,bootstrap_user_12,deep_work,deep_work_036,1627.9,1.669,0.0957,0.1645,0.047,433.5,0.1087,0.8212,0.6281,1,0.493,True,0.2023,0.7204,0.3143,0.6404,focused_or_low_friction,synthetic_bootstrap
syn_01357,bootstrap_user_01,support_lookup,support_lookup_037,287.2,5.582,0.1591,0.7471,0.1373,669.0,0.0615,0.7487,0.1989,7,0.8613,True,0.3348,0.691,0.6372,0.919,moderate_friction,synthetic_bootstrap
syn_01358,bootstrap_user_02,support_lookup,support_lookup_038,96.1,3.972,0.2213,0.7189,0.04,731.6,0.0308,0.6479,0.2974,8,0.7994,True,0.2995,0.7365,0.5734,0.9142,focused_or_low_friction,synthetic_bootstrap
syn_01359,bootstrap_user_03,coding_debugging,coding_debugging_039,1307.5,3.951,0.3522,0.3346,0.1406,880.6,0.0866,0.5352,0.7178,3,0.3326,True,0.4119,0.5912,0.408,0.6345,moderate_friction,synthetic_bootstrap
syn_01360,bootstrap_user_04,deep_work,deep_work_040,1988.0,1.241,0.1077,0.1495,0.0,542.5,0.0435,0.8131,0.7171,3,0.5711,True,0.1565,0.7771,0.3791,0.6942,focused_or_low_friction,synthetic_bootstrap
syn_01361,bootstrap_user_05,coding_debugging,coding_debugging_041,559.2,2.185,0.3457,0.117,0.2005,612.5,0.0894,0.6863,0.6874,3,0.7345,True,0.2763,0.669,0.4002,0.7386,focused_or_low_friction,synthetic_bootstrap
syn_01362,bootstrap_user_06,repetitive_admin,repetitive_admin_042,482.2,5.009,0.139,0.4829,0.0839,305.8,0.0915,0.8268,0.121,13,0.9351,True,0.2416,0.7366,0.6523,0.9693,focused_or_low_friction,synthetic_bootstrap
syn_01363,bootstrap_user_07,coding_debugging,coding_debugging_043,1300.4,3.184,0.2702,0.3048,0.3103,576.1,0.0595,0.6883,0.6564,0,0.4371,False,0.3198,0.6717,0.3995,0.6005,moderate_friction,synthetic_bootstrap
syn_01364,bootstrap_user_08,deep_work,deep_work_044,1810.1,0.32,0.1041,0.2328,0.2007,709.5,0.0398,0.8886,0.7057,0,0.3841,True,0.2311,0.7949,0.3118,0.5813,focused_or_low_friction,synthetic_bootstrap
syn_01365,bootstrap_user_09,support_lookup,support_lookup_045,309.2,2.224,0.0444,0.6401,0.1184,189.0,0.0716,0.7687,0.336,7,0.8471,True,0.1505,0.7542,0.5686,0.899,focused_or_low_friction,synthetic_bootstrap
syn_01366,bootstrap_user_10,support_lookup,support_lookup_046,173.9,6.06,0.2308,0.4757,0.0993,723.5,0.0406,0.7452,0.5121,10,0.808,True,0.2912,0.6955,0.5834,0.8906,focused_or_low_friction,synthetic_bootstrap
syn_01367,bootstrap_user_11,repetitive_admin,repetitive_admin_047,592.0,2.838,0.15,0.7852,0.0428,255.4,0.0439,0.8395,0.0969,7,0.9648,True,0.2322,0.7969,0.6794,0.9571,focused_or_low_friction,synthetic_bootstrap
syn_01368,bootstrap_user_12,deep_work,deep_work_048,1726.4,1.643,0.048,0.0114,0.0199,617.8,0.0258,0.915,0.687,1,0.3857,True,0.1672,0.7823,0.3091,0.6065,focused_or_low_friction,synthetic_bootstrap
syn_01369,bootstrap_user_01,repetitive_admin,repetitive_admin_049,265.9,3.639,0.0579,0.656,0.065,767.6,0.0496,0.6661,0.2355,2,0.847,True,0.2331,0.768,0.4974,0.7985,focused_or_low_friction,synthetic_bootstrap
syn_01370,bootstrap_user_02,repetitive_admin,repetitive_admin_050,389.5,3.404,0.0765,0.768,0.1046,450.6,0.0455,0.8382,0.2542,7,0.9753,True,0.154,0.7692,0.6775,0.9408,focused_or_low_friction,synthetic_bootstrap
syn_01371,bootstrap_user_03,deep_work,deep_work_051,2441.8,0.503,0.1707,0.1522,0.0842,297.0,0.1581,0.808,0.5468,4,0.3972,True,0.2602,0.7096,0.3861,0.6937,focused_or_low_friction,synthetic_bootstrap
syn_01372,bootstrap_user_04,research_browsing,research_browsing_052,1377.2,3.807,0.2169,0.1784,0.106,562.7,0.1352,0.6402,0.8655,3,0.54,True,0.3394,0.5546,0.4289,0.6686,moderate_friction,synthetic_bootstrap
syn_01373,bootstrap_user_05,support_lookup,support_lookup_053,165.0,6.717,0.118,0.737,0.1103,510.8,0.0209,0.7508,0.2183,2,0.906,True,0.2323,0.7244,0.5936,0.8153,focused_or_low_friction,synthetic_bootstrap
syn_01374,bootstrap_user_06,coding_debugging,coding_debugging_054,1058.8,3.402,0.262,0.2918,0.1746,465.1,0.1585,0.6706,0.7058,5,0.6856,True,0.2975,0.5563,0.476,0.7692,focused_or_low_friction,synthetic_bootstrap
syn_01375,bootstrap_user_07,research_browsing,research_browsing_055,1394.8,1.97,0.1123,0.0,0.1084,144.3,0.094,0.6633,0.7422,1,0.2919,True,0.2359,0.6496,0.2534,0.5764,focused_or_low_friction,synthetic_bootstrap
syn_01376,bootstrap_user_08,deep_work,deep_work_056,1626.8,0.795,0.1618,0.166,0.1152,337.5,0.0889,0.798,0.683,2,0.29,True,0.1758,0.725,0.3098,0.6055,focused_or_low_friction,synthetic_bootstrap
syn_01377,bootstrap_user_09,coding_debugging,coding_debugging_057,936.2,3.548,0.5747,0.1832,0.3294,1049.9,0.0867,0.5006,0.8938,4,0.4646,True,0.5017,0.5301,0.3773,0.6689,high_friction,synthetic_bootstrap
syn_01378,bootstrap_user_10,research_browsing,research_browsing_058,1103.3,4.325,0.2814,0.1651,0.1883,615.4,0.1594,0.6064,0.9546,3,0.3055,True,0.3827,0.4667,0.3075,0.5993,moderate_friction,synthetic_bootstrap
syn_01379,bootstrap_user_11,coding_debugging,coding_debugging_059,1238.9,1.72,0.221,0.2311,0.3052,781.9,0.1869,0.6829,0.9308,2,0.5297,True,0.3698,0.593,0.3562,0.6357,moderate_friction,synthetic_bootstrap
syn_01380,bootstrap_user_12,support_lookup,support_lookup_060,45.0,3.45,0.0193,0.4963,0.0671,526.4,0.0,0.7796,0.1537,6,0.7576,True,0.1633,0.864,0.4844,0.876,focused_or_low_friction,synthetic_bootstrap
syn_01381,bootstrap_user_01,support_lookup,support_lookup_001,213.5,4.795,0.2623,0.7273,0.1261,561.9,0.0589,0.701,0.5838,6,0.7536,True,0.3148,0.5982,0.5539,0.8233,moderate_friction,synthetic_bootstrap
syn_01382,bootstrap_user_02,deep_work,deep_work_002,2240.3,0.563,0.0893,0.3187,0.1066,80.0,0.0236,0.7999,0.5996,2,0.3147,True,0.1241,0.8216,0.3584,0.6217,focused_or_low_friction,synthetic_bootstrap
syn_01383,bootstrap_user_03,support_lookup,support_lookup_003,294.1,4.476,0.0,0.6308,0.1025,675.5,0.0817,0.6841,0.3944,11,0.905,True,0.3376,0.669,0.634,0.9289,moderate_friction,synthetic_bootstrap
syn_01384,bootstrap_user_04,research_browsing,research_browsing_004,1344.6,2.589,0.0,0.1278,0.1172,637.2,0.0712,0.5851,0.8098,3,0.223,True,0.2507,0.6534,0.3466,0.5961,focused_or_low_friction,synthetic_bootstrap
syn_01385,bootstrap_user_05,research_browsing,research_browsing_005,838.1,2.275,0.1072,0.1138,0.1069,805.4,0.1091,0.541,0.7006,1,0.1145,False,0.3048,0.6312,0.2539,0.537,moderate_friction,synthetic_bootstrap
syn_01386,bootstrap_user_06,deep_work,deep_work_006,2238.1,0.846,0.1497,0.0681,0.0726,365.8,0.1059,0.7053,0.8248,2,0.56,True,0.2206,0.6938,0.3528,0.656,focused_or_low_friction,synthetic_bootstrap
syn_01387,bootstrap_user_07,coding_debugging,coding_debugging_007,778.5,0.402,0.0791,0.2661,0.454,441.8,0.0864,0.5717,0.9121,6,0.4794,True,0.2968,0.6568,0.4302,0.7154,focused_or_low_friction,synthetic_bootstrap
syn_01388,bootstrap_user_08,repetitive_admin,repetitive_admin_008,267.1,3.028,0.1884,0.7297,0.1241,548.9,0.0,0.544,0.3962,13,0.8805,True,0.2612,0.772,0.6731,0.9226,focused_or_low_friction,synthetic_bootstrap
syn_01389,bootstrap_user_09,research_browsing,research_browsing_009,1827.9,2.619,0.2419,0.196,0.057,486.5,0.2217,0.473,0.8296,2,0.2935,True,0.3982,0.4493,0.3302,0.5888,moderate_friction,synthetic_bootstrap
syn_01390,bootstrap_user_10,deep_work,deep_work_010,1527.6,1.583,0.1015,0.094,0.1071,283.5,0.0903,0.8019,0.5973,1,0.6422,True,0.1641,0.7202,0.376,0.6814,focused_or_low_friction,synthetic_bootstrap
syn_01391,bootstrap_user_11,research_browsing,research_browsing_011,1030.8,1.796,0.2171,0.1768,0.0791,453.9,0.0905,0.5236,0.7513,2,0.5671,True,0.318,0.6291,0.4134,0.6666,moderate_friction,synthetic_bootstrap
syn_01392,bootstrap_user_12,research_browsing,research_browsing_012,1463.6,4.085,0.2612,0.1525,0.136,756.7,0.0216,0.5651,0.8698,2,0.3563,False,0.3727,0.6273,0.3309,0.5997,moderate_friction,synthetic_bootstrap
syn_01393,bootstrap_user_01,deep_work,deep_work_013,1460.4,1.212,0.0973,0.1696,0.1925,535.3,0.128,0.8418,0.6447,0,0.379,True,0.2183,0.7128,0.3024,0.5874,focused_or_low_friction,synthetic_bootstrap
syn_01394,bootstrap_user_02,deep_work,deep_work_014,1753.8,0.237,0.1493,0.123,0.0414,548.0,0.0844,0.7913,0.6336,1,0.5115,True,0.1862,0.7795,0.3231,0.6443,focused_or_low_friction,synthetic_bootstrap
syn_01395,bootstrap_user_03,research_browsing,research_browsing_015,1550.8,3.166,0.2731,0.1445,0.043,849.5,0.1852,0.449,0.8143,1,0.406,True,0.4965,0.4756,0.358,0.5963,high_friction,synthetic_bootstrap
syn_01396,bootstrap_user_04,deep_work,deep_work_016,2617.3,1.04,0.0819,0.1576,0.0905,654.0,0.0451,0.8071,0.6518,0,0.4531,True,0.2136,0.8067,0.2732,0.6051,focused_or_low_friction,synthetic_bootstrap
syn_01397,bootstrap_user_05,support_lookup,support_lookup_017,262.4,4.148,0.187,0.6307,0.1061,450.2,0.0567,0.7963,0.2963,13,0.7265,True,0.264,0.7233,0.6741,0.8961,focused_or_low_friction,synthetic_bootstrap
syn_01398,bootstrap_user_06,research_browsing,research_browsing_018,1622.6,2.775,0.3434,0.0988,0.0717,773.8,0.1501,0.6187,0.7898,2,0.4358,True,0.3621,0.5344,0.3673,0.6292,moderate_friction,synthetic_bootstrap
syn_01399,bootstrap_user_07,support_lookup,support_lookup_019,188.1,4.627,0.2881,0.6905,0.0721,337.2,0.1161,0.5559,0.2991,8,0.7681,True,0.2517,0.5993,0.6124,0.9061,focused_or_low_friction,synthetic_bootstrap
syn_01400,bootstrap_user_08,repetitive_admin,repetitive_admin_020,522.2,2.628,0.0587,0.7456,0.0275,547.0,0.0547,0.6773,0.1745,5,0.735,True,0.2055,0.7918,0.6059,0.8453,focused_or_low_friction,synthetic_bootstrap
syn_01401,bootstrap_user_09,support_lookup,support_lookup_021,356.6,4.602,0.27,0.8002,0.1229,577.3,0.0433,0.5612,0.501,8,0.8587,True,0.4031,0.643,0.6337,0.9045,moderate_friction,synthetic_bootstrap
syn_01402,bootstrap_user_10,deep_work,deep_work_022,1513.2,1.507,0.0244,0.0899,0.2349,619.4,0.0507,0.7335,0.5127,2,0.4374,True,0.1597,0.7552,0.3439,0.6628,focused_or_low_friction,synthetic_bootstrap
syn_01403,bootstrap_user_11,research_browsing,research_browsing_023,2743.8,3.974,0.2536,0.082,0.0,658.5,0.105,0.5479,0.7696,1,0.1827,True,0.3779,0.5584,0.2629,0.5458,moderate_friction,synthetic_bootstrap
syn_01404,bootstrap_user_12,repetitive_admin,repetitive_admin_024,525.9,2.348,0.1787,0.6504,0.0735,593.6,0.0209,0.8049,0.3805,9,0.8506,True,0.2383,0.8073,0.6298,0.917,focused_or_low_friction,synthetic_bootstrap
syn_01405,bootstrap_user_01,repetitive_admin,repetitive_admin_025,442.7,4.164,0.1035,0.467,0.1005,239.8,0.0723,0.7399,0.3743,4,0.8172,True,0.1962,0.7232,0.4776,0.8194,focused_or_low_friction,synthetic_bootstrap
syn_01406,bootstrap_user_02,repetitive_admin,repetitive_admin_026,584.6,3.624,0.1081,0.7614,0.0927,327.9,0.0589,0.8058,0.1855,9,0.6499,True,0.2496,0.76,0.6384,0.8902,focused_or_low_friction,synthetic_bootstrap
syn_01407,bootstrap_user_03,research_browsing,research_browsing_027,1323.5,2.564,0.131,0.0489,0.0016,812.5,0.0889,0.6963,0.7654,2,0.285,True,0.2868,0.6503,0.2487,0.5944,focused_or_low_friction,synthetic_bootstrap
syn_01408,bootstrap_user_04,deep_work,deep_work_028,2183.1,1.517,0.163,0.1057,0.0533,350.2,0.073,0.8158,0.5802,0,0.356,False,0.1923,0.7473,0.2631,0.5894,focused_or_low_friction,synthetic_bootstrap
syn_01409,bootstrap_user_05,research_browsing,research_browsing_029,1740.1,4.152,0.3164,0.1523,0.0432,470.8,0.1244,0.3825,0.9115,1,0.36,True,0.3882,0.4442,0.339,0.5731,moderate_friction,synthetic_bootstrap
syn_01410,bootstrap_user_06,coding_debugging,coding_debugging_030,1027.9,2.714,0.287,0.2868,0.2663,727.1,0.0954,0.6546,0.7632,7,0.6554,True,0.349,0.6163,0.545,0.7998,moderate_friction,synthetic_bootstrap
syn_01411,bootstrap_user_07,research_browsing,research_browsing_031,1192.1,3.511,0.0097,0.0589,0.2046,661.1,0.0601,0.6091,0.7158,1,0.1257,True,0.2794,0.6887,0.2691,0.538,focused_or_low_friction,synthetic_bootstrap
syn_01412,bootstrap_user_08,research_browsing,research_browsing_032,1669.3,2.972,0.2941,0.1101,0.0634,739.7,0.096,0.5783,0.7869,3,0.4567,True,0.3232,0.5845,0.3311,0.6572,moderate_friction,synthetic_bootstrap
syn_01413,bootstrap_user_09,research_browsing,research_browsing_033,1765.9,4.013,0.1272,0.1196,0.026,679.6,0.1078,0.6747,0.8398,2,0.115,True,0.3655,0.5757,0.229,0.543,moderate_friction,synthetic_bootstrap
syn_01414,bootstrap_user_10,research_browsing,research_browsing_034,1754.0,2.365,0.3156,0.1785,0.0861,949.9,0.0449,0.7521,0.7489,2,0.3206,True,0.3287,0.6923,0.2987,0.6053,moderate_friction,synthetic_bootstrap
syn_01415,bootstrap_user_11,deep_work,deep_work_035,2781.0,0.583,0.1379,0.2322,0.1081,425.6,0.0878,0.8658,0.69,0,0.1318,True,0.1579,0.7598,0.2483,0.5201,focused_or_low_friction,synthetic_bootstrap
syn_01416,bootstrap_user_12,coding_debugging,coding_debugging_036,1172.4,1.174,0.3186,0.2606,0.5761,813.8,0.1674,0.4451,0.822,3,0.4578,True,0.4993,0.552,0.3818,0.6533,high_friction,synthetic_bootstrap
syn_01417,bootstrap_user_01,support_lookup,support_lookup_037,198.4,5.281,0.2158,0.421,0.1357,325.2,0.0731,0.5794,0.329,5,0.9419,True,0.3167,0.6928,0.5319,0.8785,moderate_friction,synthetic_bootstrap
syn_01418,bootstrap_user_02,support_lookup,support_lookup_038,410.2,3.461,0.2804,0.515,0.1091,616.6,0.0808,0.5327,0.2646,8,0.7532,True,0.3627,0.6693,0.5781,0.9066,moderate_friction,synthetic_bootstrap
syn_01419,bootstrap_user_03,research_browsing,research_browsing_039,1614.6,3.512,0.1509,0.1471,0.1464,530.5,0.0902,0.3995,0.7977,2,0.0629,True,0.33,0.5872,0.2229,0.535,moderate_friction,synthetic_bootstrap
syn_01420,bootstrap_user_04,research_browsing,research_browsing_040,1310.7,3.79,0.2369,0.1448,0.1173,878.1,0.1046,0.3113,0.8918,2,0.296,False,0.4116,0.4929,0.2845,0.582,moderate_friction,synthetic_bootstrap
syn_01421,bootstrap_user_05,coding_debugging,coding_debugging_041,1038.6,1.718,0.2283,0.314,0.3256,651.2,0.0689,0.56,0.6953,3,0.274,True,0.3445,0.6225,0.377,0.6226,moderate_friction,synthetic_bootstrap
syn_01422,bootstrap_user_06,support_lookup,support_lookup_042,364.1,4.766,0.147,0.6121,0.1189,658.5,0.0175,0.5995,0.5402,7,0.9428,True,0.3301,0.6586,0.603,0.8984,moderate_friction,synthetic_bootstrap
syn_01423,bootstrap_user_07,support_lookup,support_lookup_043,369.9,5.787,0.3618,0.6152,0.1344,391.9,0.0,0.656,0.2331,8,0.6019,False,0.3514,0.7116,0.5857,0.8725,moderate_friction,synthetic_bootstrap
syn_01424,bootstrap_user_08,repetitive_admin,repetitive_admin_044,700.1,4.769,0.0789,0.9131,0.1505,363.9,0.0514,0.7354,0.2155,6,0.9655,True,0.2826,0.7118,0.7324,0.9205,automation_candidate,synthetic_bootstrap
syn_01425,bootstrap_user_09,repetitive_admin,repetitive_admin_045,395.4,4.113,0.0684,0.8282,0.0879,398.6,0.0808,0.8159,0.1395,4,0.8416,True,0.2415,0.7481,0.6672,0.8537,focused_or_low_friction,synthetic_bootstrap
syn_01426,bootstrap_user_10,repetitive_admin,repetitive_admin_046,314.0,2.662,0.1017,0.6219,0.1264,80.0,0.0349,0.8433,0.2488,12,1.0,True,0.1715,0.8646,0.7052,0.9701,automation_candidate,synthetic_bootstrap
syn_01427,bootstrap_user_11,deep_work,deep_work_047,1776.0,1.206,0.1392,0.1469,0.0658,759.1,0.0692,0.9155,0.7063,3,0.2481,True,0.2308,0.7406,0.3087,0.6148,focused_or_low_friction,synthetic_bootstrap
syn_01428,bootstrap_user_12,deep_work,deep_work_048,2574.2,0.0,0.1001,0.2469,0.0887,283.1,0.0695,0.7529,0.6869,1,0.2884,True,0.2321,0.7805,0.3341,0.5822,focused_or_low_friction,synthetic_bootstrap
syn_01429,bootstrap_user_01,coding_debugging,coding_debugging_049,1810.5,1.672,0.3102,0.1975,0.1518,872.5,0.0474,0.6633,0.5644,3,0.2001,True,0.3597,0.7188,0.3572,0.6198,moderate_friction,synthetic_bootstrap
syn_01430,bootstrap_user_02,support_lookup,support_lookup_050,227.8,4.433,0.1641,0.686,0.1621,670.4,0.046,0.7809,0.2592,4,0.7772,True,0.238,0.7549,0.5473,0.8232,focused_or_low_friction,synthetic_bootstrap
syn_01431,bootstrap_user_03,research_browsing,research_browsing_051,1133.1,4.208,0.1478,0.3629,0.0912,683.0,0.1871,0.6011,0.8951,0,0.2469,True,0.3823,0.4956,0.3479,0.5243,moderate_friction,synthetic_bootstrap
syn_01432,bootstrap_user_04,coding_debugging,coding_debugging_052,1577.5,2.628,0.0442,0.3842,0.2162,861.5,0.1091,0.6152,0.6094,0,0.2797,True,0.3212,0.6387,0.3685,0.5668,moderate_friction,synthetic_bootstrap
syn_01433,bootstrap_user_05,deep_work,deep_work_053,1286.3,0.556,0.0841,0.1726,0.0376,475.4,0.096,0.7181,0.7015,1,0.3649,True,0.1708,0.7446,0.3199,0.5995,focused_or_low_friction,synthetic_bootstrap
syn_01434,bootstrap_user_06,deep_work,deep_work_054,2253.9,0.981,0.135,0.1808,0.0066,307.4,0.0715,0.813,0.7158,1,0.591,True,0.1857,0.7342,0.3281,0.6544,focused_or_low_friction,synthetic_bootstrap
syn_01435,bootstrap_user_07,repetitive_admin,repetitive_admin_055,401.1,3.228,0.1148,0.9186,0.0749,368.8,0.0745,0.7246,0.3339,3,0.7583,True,0.2141,0.7104,0.5925,0.787,focused_or_low_friction,synthetic_bootstrap
syn_01436,bootstrap_user_08,research_browsing,research_browsing_056,1454.6,2.219,0.1733,0.1973,0.0489,517.1,0.1367,0.5771,0.7618,1,0.1784,True,0.3546,0.608,0.2444,0.5457,moderate_friction,synthetic_bootstrap
syn_01437,bootstrap_user_09,repetitive_admin,repetitive_admin_057,526.1,2.441,0.1197,0.6493,0.1609,232.6,0.0594,0.6783,0.3539,9,0.9604,True,0.2186,0.8093,0.6842,0.9476,automation_candidate,synthetic_bootstrap
syn_01438,bootstrap_user_10,support_lookup,support_lookup_058,204.9,4.547,0.2305,0.6971,0.1348,694.0,0.086,0.5752,0.5919,12,0.8701,True,0.3353,0.5943,0.6566,0.8965,moderate_friction,synthetic_bootstrap
syn_01439,bootstrap_user_11,research_browsing,research_browsing_059,256.6,4.683,0.326,0.0459,0.1445,648.3,0.1,0.6391,0.6606,2,0.3095,True,0.3017,0.5831,0.2558,0.6131,moderate_friction,synthetic_bootstrap
syn_01440,bootstrap_user_12,research_browsing,research_browsing_060,1553.7,2.748,0.462,0.106,0.1387,703.5,0.2106,0.6264,0.8481,2,0.173,True,0.4167,0.4937,0.2783,0.5565,moderate_friction,synthetic_bootstrap
syn_01441,bootstrap_user_01,repetitive_admin,repetitive_admin_001,389.0,4.572,0.0011,0.5645,0.0,537.1,0.0471,0.827,0.2691,12,0.8499,True,0.2049,0.7636,0.7106,0.9302,automation_candidate,synthetic_bootstrap
syn_01442,bootstrap_user_02,deep_work,deep_work_002,987.8,0.769,0.0899,0.1539,0.0701,353.8,0.1412,0.8143,0.9238,2,0.3152,True,0.1876,0.6866,0.2566,0.583,focused_or_low_friction,synthetic_bootstrap
syn_01443,bootstrap_user_03,deep_work,deep_work_003,899.4,0.962,0.1218,0.1729,0.1236,544.6,0.0208,0.8425,0.8117,2,0.1928,True,0.1902,0.8258,0.2287,0.5658,focused_or_low_friction,synthetic_bootstrap
syn_01444,bootstrap_user_04,deep_work,deep_work_004,1980.6,0.381,0.1054,0.197,0.0783,563.7,0.1256,0.8068,0.5463,3,0.4494,False,0.1851,0.7589,0.419,0.6843,focused_or_low_friction,synthetic_bootstrap
syn_01445,bootstrap_user_05,repetitive_admin,repetitive_admin_005,401.8,3.294,0.0561,0.6337,0.037,397.0,0.0398,0.7736,0.1908,7,0.7837,True,0.1407,0.7982,0.5868,0.9005,focused_or_low_friction,synthetic_bootstrap
syn_01446,bootstrap_user_06,support_lookup,support_lookup_006,278.1,2.317,0.2324,0.5812,0.1209,183.4,0.0227,0.621,0.5113,8,0.803,True,0.2084,0.7493,0.5692,0.8894,focused_or_low_friction,synthetic_bootstrap
syn_01447,bootstrap_user_07,research_browsing,research_browsing_007,1454.5,4.881,0.1586,0.1943,0.0153,696.4,0.1835,0.455,0.8674,3,0.2172,True,0.438,0.4465,0.3514,0.5877,moderate_friction,synthetic_bootstrap
syn_01448,bootstrap_user_08,support_lookup,support_lookup_008,82.6,5.017,0.2214,0.4476,0.0618,628.7,0.0509,0.7712,0.3942,7,0.773,True,0.278,0.6986,0.4906,0.8734,focused_or_low_friction,synthetic_bootstrap
syn_01449,bootstrap_user_09,coding_debugging,coding_debugging_009,1657.7,2.792,0.3224,0.2492,0.35,303.8,0.1121,0.7904,0.742,3,0.3366,False,0.36,0.6561,0.3593,0.6326,moderate_friction,synthetic_bootstrap
syn_01450,bootstrap_user_10,repetitive_admin,repetitive_admin_010,352.2,2.599,0.2301,0.6972,0.0581,108.2,0.0227,0.7875,0.3324,5,0.8123,True,0.2383,0.8161,0.6008,0.8457,focused_or_low_friction,synthetic_bootstrap
syn_01451,bootstrap_user_11,coding_debugging,coding_debugging_011,1897.1,4.193,0.2468,0.1522,0.4833,529.3,0.0486,0.4994,0.7069,0,0.2194,True,0.4245,0.6355,0.3109,0.54,moderate_friction,synthetic_bootstrap
syn_01452,bootstrap_user_12,coding_debugging,coding_debugging_012,1359.7,2.621,0.2573,0.3388,0.3452,697.2,0.0158,0.6673,0.5939,3,0.431,True,0.3534,0.7391,0.4388,0.674,moderate_friction,synthetic_bootstrap
syn_01453,bootstrap_user_01,research_browsing,research_browsing_013,1423.5,2.282,0.2732,0.125,0.0463,798.4,0.1568,0.6527,0.7834,0,0.4778,True,0.3591,0.617,0.313,0.5954,moderate_friction,synthetic_bootstrap
syn_01454,bootstrap_user_02,research_browsing,research_browsing_014,1495.6,3.417,0.2378,0.368,0.0578,436.9,0.0936,0.7889,0.7538,2,0.4285,True,0.3135,0.6662,0.4113,0.6317,moderate_friction,synthetic_bootstrap
syn_01455,bootstrap_user_03,repetitive_admin,repetitive_admin_015,351.4,3.347,0.0997,1.0,0.0587,442.8,0.005,0.752,0.2513,11,0.9161,True,0.2186,0.8085,0.7406,0.9489,automation_candidate,synthetic_bootstrap
syn_01456,bootstrap_user_04,deep_work,deep_work_016,1386.4,0.936,0.0879,0.1706,0.0632,708.7,0.0211,0.7728,0.5723,1,0.4996,True,0.1766,0.8306,0.3366,0.6487,focused_or_low_friction,synthetic_bootstrap
syn_01457,bootstrap_user_05,repetitive_admin,repetitive_admin_017,477.4,3.451,0.0522,0.6643,0.0942,546.7,0.0884,0.9286,0.3285,6,0.8549,True,0.2115,0.759,0.6177,0.8793,focused_or_low_friction,synthetic_bootstrap
syn_01458,bootstrap_user_06,support_lookup,support_lookup_018,142.6,5.606,0.0331,0.5911,0.1675,629.3,0.0493,0.8569,0.3116,0,0.8353,True,0.2122,0.7343,0.4618,0.7414,focused_or_low_friction,synthetic_bootstrap
syn_01459,bootstrap_user_07,research_browsing,research_browsing_019,1640.3,1.726,0.2973,0.0447,0.1659,545.4,0.1866,0.4791,0.954,1,0.0847,True,0.4227,0.5176,0.2348,0.4992,moderate_friction,synthetic_bootstrap
